id;settings;time;tree
254;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_80_1_partition_4', 'test-file': 'test/generated_dataset_00500_1_80_1_partition_4', 'core-file': 'generated_dataset_00500_1_80_1'};4.562;[lambda x: x['F4'] == 'X',[lambda x: x['F2'] > 0.14852429808137585,[lambda x: x['F4'] == 'Y',[0.096269],[5.549081]],[0.630811]],[lambda x: x['F2'] > 0.44512515826865806,[1.981555],[lambda x: x["F3"],[3.389756],[0.070401]]]]
255;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_80_2_partition_0', 'test-file': 'test/generated_dataset_00500_1_80_2_partition_0', 'core-file': 'generated_dataset_00500_1_80_2'};4.415;[lambda x: x['F1'] > 0.4494945081630525,[lambda x: x['F4'] == 'X',[0.710674],[2.792166]],[lambda x: x['F0'] > 0.45617826345188217,[lambda x: x['F0'] > 0.2775974451417475,[0.897377],[0.04908]],[lambda x: x['F5'] == 'E',[lambda x: x['F4'] == 'X',[0.036649],[1.148712]],[5.596036]]]]
256;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_80_2_partition_1', 'test-file': 'test/generated_dataset_00500_1_80_2_partition_1', 'core-file': 'generated_dataset_00500_1_80_2'};3.91;[lambda x: x['F1'] > 0.4494945081630525,[lambda x: x['F4'] == 'X',[0.546179],[2.54607]],[lambda x: x['F0'] > 0.45617826345188217,[lambda x: x['F0'] > 0.2775974451417475,[1.372323],[0.048123]],[lambda x: x['F5'] == 'E',[0.27723],[7.222636]]]]
257;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_80_2_partition_2', 'test-file': 'test/generated_dataset_00500_1_80_2_partition_2', 'core-file': 'generated_dataset_00500_1_80_2'};3.89;[lambda x: x['F1'] > 0.4494945081630525,[lambda x: x['F4'] == 'X',[0.674836],[2.465448]],[lambda x: x['F0'] > 0.45617826345188217,[lambda x: x['F0'] > 0.2775974451417475,[1.003334],[0.049256]],[lambda x: x['F5'] == 'E',[0.303608],[6.99044]]]]
258;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_80_2_partition_3', 'test-file': 'test/generated_dataset_00500_1_80_2_partition_3', 'core-file': 'generated_dataset_00500_1_80_2'};4.464;[lambda x: x['F1'] > 0.4494945081630525,[lambda x: x['F4'] == 'X',[0.710179],[2.459941]],[lambda x: x['F0'] > 0.45617826345188217,[lambda x: x['F0'] > 0.2775974451417475,[lambda x: x["F3"],[0.164868],[2.520207]],[0.04951]],[lambda x: x['F4'] == 'X',[lambda x: x['F5'] == 'E',[0.070771],[6.469369]],[lambda x: x['F5'] == 'A',[2.2426],[0.209489]]]]]
259;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_80_2_partition_4', 'test-file': 'test/generated_dataset_00500_1_80_2_partition_4', 'core-file': 'generated_dataset_00500_1_80_2'};3.999;[lambda x: x['F5'] == 'E',[lambda x: x['F4'] == 'X',[0.410861],[1.496983]],[lambda x: x['F0'] > 0.45617826345188217,[1.025577],[4.298107]]]
260;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_80_3_partition_0', 'test-file': 'test/generated_dataset_00500_1_80_3_partition_0', 'core-file': 'generated_dataset_00500_1_80_3'};3.933;[lambda x: x['F2'] > 0.7602937803022667,[lambda x: x['F0'] > 0.7431631677359958,[lambda x: x['F1'] > 0.15933690465923744,[0.238903],[1.876319]],[0.581879]],[lambda x: x['F4'] == 'X',[0.584077],[0.065939]]]
261;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_80_3_partition_1', 'test-file': 'test/generated_dataset_00500_1_80_3_partition_1', 'core-file': 'generated_dataset_00500_1_80_3'};3.85;[lambda x: x['F2'] > 0.7602937803022667,[lambda x: x['F0'] > 0.7431631677359958,[lambda x: x['F1'] > 0.15933690465923744,[0.137939],[1.940128]],[0.248803]],[0.397262]]
262;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_80_3_partition_2', 'test-file': 'test/generated_dataset_00500_1_80_3_partition_2', 'core-file': 'generated_dataset_00500_1_80_3'};4.008;[lambda x: x['F2'] > 0.7602937803022667,[lambda x: x['F0'] > 0.7431631677359958,[lambda x: x['F1'] > 0.15933690465923744,[0.269273],[1.867273]],[0.555474]],[0.356506]]
263;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_80_3_partition_3', 'test-file': 'test/generated_dataset_00500_1_80_3_partition_3', 'core-file': 'generated_dataset_00500_1_80_3'};3.955;[lambda x: x['F2'] > 0.7602937803022667,[lambda x: x['F0'] > 0.7431631677359958,[lambda x: x['F1'] > 0.15933690465923744,[0.261648],[1.890403]],[lambda x: x['F2'] > 0.5730937149235859,[0.285368],[1.400195]]],[0.32131]]
264;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_80_3_partition_4', 'test-file': 'test/generated_dataset_00500_1_80_3_partition_4', 'core-file': 'generated_dataset_00500_1_80_3'};3.886;[lambda x: x['F0'] > 0.8565300686759995,[lambda x: x['F2'] > 0.7602937803022667,[lambda x: x['F1'] > 0.15933690465923744,[0.123009],[1.744547]],[0.416686]],[0.219093]]
265;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_80_4_partition_0', 'test-file': 'test/generated_dataset_00500_1_80_4_partition_0', 'core-file': 'generated_dataset_00500_1_80_4'};4.511;[lambda x: x['F1'] > 0.5010608639151516,[lambda x: x['F0'] > 0.7688746683368821,[lambda x: x["F3"],[lambda x: x['F2'] > 0.24566592464019477,[0.217761],[4.012991]],[lambda x: x['F5'] == 'D',[0.033237],[2.862108]]],[lambda x: x['F4'] == 'Y',[lambda x: x['F5'] == 'C',[0.084065],[10.773313]],[0.274171]]],[lambda x: x['F5'] == 'D',[0.690839],[2.510639]]]
266;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_80_4_partition_1', 'test-file': 'test/generated_dataset_00500_1_80_4_partition_1', 'core-file': 'generated_dataset_00500_1_80_4'};3.948;[lambda x: x["F3"],[1.417793],[lambda x: x['F5'] == 'D',[0.392922],[2.525378]]]
267;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_80_4_partition_2', 'test-file': 'test/generated_dataset_00500_1_80_4_partition_2', 'core-file': 'generated_dataset_00500_1_80_4'};4.341;[lambda x: x['F0'] > 0.7688746683368821,[lambda x: x["F3"],[lambda x: x['F2'] > 0.24566592464019477,[0.244983],[lambda x: x['F1'] > 0.5010608639151516,[3.669151],[1.139718]]],[lambda x: x['F5'] == 'D',[0.179466],[3.58541]]],[0.843684]]
268;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_80_4_partition_3', 'test-file': 'test/generated_dataset_00500_1_80_4_partition_3', 'core-file': 'generated_dataset_00500_1_80_4'};3.933;[lambda x: x["F3"],[1.376144],[lambda x: x['F5'] == 'D',[0.376886],[2.453953]]]
269;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_00500_1_80_4_partition_4', 'test-file': 'test/generated_dataset_00500_1_80_4_partition_4', 'core-file': 'generated_dataset_00500_1_80_4'};4.498;[lambda x: x['F0'] > 0.7688746683368821,[lambda x: x["F3"],[lambda x: x['F1'] > 0.5010608639151516,[lambda x: x['F2'] > 0.24566592464019477,[0.10966],[3.844969]],[1.205164]],[lambda x: x['F5'] == 'D',[0.235565],[3.475812]]],[0.729264]]
270;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_10_0_partition_0', 'test-file': 'test/generated_dataset_01000_1_10_0_partition_0', 'core-file': 'generated_dataset_01000_1_10_0'};6.144;[lambda x: x['F2'] > 0.8367304003378376,[lambda x: x["F3"],[lambda x: x['F4'] == 'Z',[0.746145],[lambda x: x['F5'] == 'A',[2.883964],[1.128419]]],[lambda x: x['F5'] == 'D',[0.863614],[lambda x: x['F2'] > 0.1584002983669382,[0.487358],[2.752505]]]],[lambda x: x['F0'] > 0.6369018229061527,[lambda x: x['F4'] == 'X',[lambda x: x['F1'] > 0.5345366713372364,[8.78186],[1.935315]],[0.721344]],[0.85098]]]
271;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_10_0_partition_1', 'test-file': 'test/generated_dataset_01000_1_10_0_partition_1', 'core-file': 'generated_dataset_01000_1_10_0'};6.33;[lambda x: x['F2'] > 0.8367304003378376,[lambda x: x["F3"],[lambda x: x['F4'] == 'Z',[0.740196],[2.137096]],[lambda x: x['F5'] == 'D',[0.868768],[lambda x: x['F2'] > 0.1584002983669382,[0.566438],[2.571585]]]],[lambda x: x['F4'] == 'X',[lambda x: x['F0'] > 0.6369018229061527,[2.989565],[0.941748]],[0.730374]]]
272;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_10_0_partition_2', 'test-file': 'test/generated_dataset_01000_1_10_0_partition_2', 'core-file': 'generated_dataset_01000_1_10_0'};6.188;[lambda x: x['F2'] > 0.8367304003378376,[lambda x: x["F3"],[lambda x: x['F4'] == 'Z',[0.731168],[2.119925]],[lambda x: x['F5'] == 'D',[0.875559],[lambda x: x['F2'] > 0.1584002983669382,[0.440636],[2.994781]]]],[lambda x: x['F4'] == 'X',[lambda x: x['F0'] > 0.24800268626983285,[lambda x: x['F1'] > 0.44591735706305774,[20.527511],[2.106438]],[lambda x: x['F0'] > 0.6369018229061527,[5.101412],[0.680708]]],[0.722307]]]
273;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_10_0_partition_3', 'test-file': 'test/generated_dataset_01000_1_10_0_partition_3', 'core-file': 'generated_dataset_01000_1_10_0'};6.228;[lambda x: x['F2'] > 0.8367304003378376,[lambda x: x["F3"],[lambda x: x['F4'] == 'Z',[0.713751],[2.050727]],[lambda x: x['F5'] == 'D',[0.879427],[lambda x: x['F2'] > 0.1584002983669382,[0.503477],[2.494332]]]],[lambda x: x['F0'] > 0.6369018229061527,[lambda x: x['F4'] == 'X',[3.05026],[0.71034]],[0.891171]]]
274;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_10_0_partition_4', 'test-file': 'test/generated_dataset_01000_1_10_0_partition_4', 'core-file': 'generated_dataset_01000_1_10_0'};6.104;[lambda x: x['F2'] > 0.8367304003378376,[lambda x: x["F3"],[lambda x: x['F4'] == 'Z',[0.703266],[lambda x: x['F5'] == 'B',[1.816416],[5.167825]]],[lambda x: x['F5'] == 'D',[0.872049],[lambda x: x['F2'] > 0.1584002983669382,[0.544623],[2.852523]]]],[lambda x: x['F1'] > 0.44591735706305774,[lambda x: x['F0'] > 0.5418852434825985,[lambda x: x['F4'] == 'X',[15.389713],[0.744015]],[lambda x: x['F5'] == 'D',[0.651803],[5.607262]]],[lambda x: x['F5'] == 'C',[lambda x: x['F4'] == 'Y',[1.040549],[4.480839]],[0.536835]]]]
275;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_10_1_partition_0', 'test-file': 'test/generated_dataset_01000_1_10_1_partition_0', 'core-file': 'generated_dataset_01000_1_10_1'};5.753;[lambda x: x["F3"],[lambda x: x['F4'] == 'Z',[1.289891],[0.667353]],[lambda x: x['F1'] > 0.5387094407822934,[0.750963],[1.634082]]]
276;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_10_1_partition_1', 'test-file': 'test/generated_dataset_01000_1_10_1_partition_1', 'core-file': 'generated_dataset_01000_1_10_1'};6.293;[lambda x: x['F0'] > 0.1458530958265542,[0.753688],[lambda x: x["F3"],[lambda x: x['F4'] == 'Z',[lambda x: x['F5'] == 'E',[1.324728],[2.773905]],[0.649918]],[lambda x: x['F1'] > 0.5387094407822934,[lambda x: x['F5'] == 'E',[0.875605],[0.434719]],[lambda x: x['F5'] == 'A',[2.264678],[1.08616]]]]]
277;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_10_1_partition_2', 'test-file': 'test/generated_dataset_01000_1_10_1_partition_2', 'core-file': 'generated_dataset_01000_1_10_1'};6.3;[lambda x: x['F0'] > 0.1458530958265542,[0.800672],[lambda x: x["F3"],[lambda x: x['F4'] == 'Z',[lambda x: x['F5'] == 'E',[1.202806],[2.513245]],[0.689791]],[lambda x: x['F1'] > 0.5387094407822934,[lambda x: x['F5'] == 'E',[0.93247],[0.384534]],[lambda x: x['F5'] == 'A',[2.279336],[0.89679]]]]]
278;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_10_1_partition_3', 'test-file': 'test/generated_dataset_01000_1_10_1_partition_3', 'core-file': 'generated_dataset_01000_1_10_1'};6.425;[lambda x: x["F3"],[lambda x: x['F4'] == 'Z',[lambda x: x['F5'] == 'E',[1.136715],[2.327346]],[0.617701]],[lambda x: x['F5'] == 'A',[lambda x: x['F1'] > 0.5387094407822934,[lambda x: x['F5'] == 'E',[0.885383],[0.444633]],[lambda x: x['F0'] > 0.04573862368326931,[0.698606],[2.098966]]],[1.011476]]]
279;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_10_1_partition_4', 'test-file': 'test/generated_dataset_01000_1_10_1_partition_4', 'core-file': 'generated_dataset_01000_1_10_1'};6.575;[lambda x: x['F0'] > 0.1458530958265542,[0.78877],[lambda x: x["F3"],[lambda x: x['F4'] == 'Z',[lambda x: x['F5'] == 'E',[1.332741],[3.033143]],[0.640806]],[lambda x: x['F1'] > 0.5387094407822934,[lambda x: x['F5'] == 'E',[0.894714],[0.452701]],[lambda x: x['F5'] == 'A',[2.15091],[1.0185]]]]]
280;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_10_2_partition_0', 'test-file': 'test/generated_dataset_01000_1_10_2_partition_0', 'core-file': 'generated_dataset_01000_1_10_2'};6.536;[lambda x: x['F4'] == 'Y',[lambda x: x['F0'] > 0.3584710850050741,[lambda x: x['F0'] > 0.1410495972722901,[0.639923],[1.109532]],[lambda x: x['F4'] == 'X',[lambda x: x['F0'] > 0.8572561716586744,[0.708315],[1.506008]],[lambda x: x['F5'] == 'E',[0.984305],[3.958443]]]],[lambda x: x['F5'] == 'E',[lambda x: x['F5'] == 'D',[lambda x: x['F0'] > 0.3584710850050741,[0.884569],[1.942278]],[lambda x: x['F1'] > 0.7448287516909773,[0.609541],[2.757874]]],[lambda x: x['F0'] > 0.4657650122613023,[1.36912],[lambda x: x['F2'] > 0.44951323258454545,[2.283385],[21.093681]]]]]
281;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_10_2_partition_1', 'test-file': 'test/generated_dataset_01000_1_10_2_partition_1', 'core-file': 'generated_dataset_01000_1_10_2'};6.258;[lambda x: x['F0'] > 0.3584710850050741,[0.870478],[lambda x: x['F2'] > 0.1409861860485912,[1.092242],[lambda x: x['F4'] == 'Z',[lambda x: x['F5'] == 'E',[1.11156],[4.832776]],[lambda x: x['F0'] > 0.8572561716586744,[0.695793],[1.642427]]]]]
282;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_10_2_partition_2', 'test-file': 'test/generated_dataset_01000_1_10_2_partition_2', 'core-file': 'generated_dataset_01000_1_10_2'};6.349;[lambda x: x['F0'] > 0.3584710850050741,[0.859661],[lambda x: x['F5'] == 'D',[lambda x: x['F5'] == 'E',[lambda x: x['F4'] == 'Y',[1.02129],[2.007704]],[lambda x: x['F4'] == 'Z',[2.957722],[0.724755]]],[0.733893]]]
283;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_10_2_partition_3', 'test-file': 'test/generated_dataset_01000_1_10_2_partition_3', 'core-file': 'generated_dataset_01000_1_10_2'};5.717;[lambda x: x['F0'] > 0.3584710850050741,[0.878961],[lambda x: x['F5'] == 'E',[lambda x: x['F5'] == 'D',[1.216591],[0.740643]],[lambda x: x['F4'] == 'Z',[3.353371],[0.622172]]]]
284;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_10_2_partition_4', 'test-file': 'test/generated_dataset_01000_1_10_2_partition_4', 'core-file': 'generated_dataset_01000_1_10_2'};5.752;[lambda x: x['F0'] > 0.3584710850050741,[lambda x: x['F0'] > 0.1410495972722901,[0.672949],[1.064983]],[lambda x: x['F5'] == 'E',[lambda x: x['F5'] == 'D',[1.231516],[0.737812]],[lambda x: x['F4'] == 'Z',[3.262267],[0.619512]]]]
285;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_10_3_partition_0', 'test-file': 'test/generated_dataset_01000_1_10_3_partition_0', 'core-file': 'generated_dataset_01000_1_10_3'};5.523;[lambda x: x['F2'] > 0.9474096513466277,[lambda x: x['F4'] == 'X',[0.860243],[1.345933]],[lambda x: x['F5'] == 'D',[1.398228],[10.325509]]]
286;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_10_3_partition_1', 'test-file': 'test/generated_dataset_01000_1_10_3_partition_1', 'core-file': 'generated_dataset_01000_1_10_3'};5.748;[lambda x: x['F4'] == 'X',[0.862622],[1.46312]]
287;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_10_3_partition_2', 'test-file': 'test/generated_dataset_01000_1_10_3_partition_2', 'core-file': 'generated_dataset_01000_1_10_3'};5.648;[lambda x: x['F4'] == 'X',[lambda x: x['F2'] > 0.9474096513466277,[0.829855],[2.291261]],[1.446365]]
288;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_10_3_partition_3', 'test-file': 'test/generated_dataset_01000_1_10_3_partition_3', 'core-file': 'generated_dataset_01000_1_10_3'};5.741;[lambda x: x['F4'] == 'X',[0.882335],[1.357599]]
289;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_10_3_partition_4', 'test-file': 'test/generated_dataset_01000_1_10_3_partition_4', 'core-file': 'generated_dataset_01000_1_10_3'};5.833;[lambda x: x['F4'] == 'X',[lambda x: x['F2'] > 0.9474096513466277,[0.851362],[1.926012]],[1.364619]]
290;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_10_4_partition_0', 'test-file': 'test/generated_dataset_01000_1_10_4_partition_0', 'core-file': 'generated_dataset_01000_1_10_4'};5.162;[lambda x: x['F2'] > 0.7442745252015999,[lambda x: x['F0'] > 0.24710497612755433,[0.637806],[lambda x: x['F4'] == 'X',[0.716192],[lambda x: x['F2'] > 0.6441605321264408,[4.487353],[1.888565]]]],[1.537193]]
291;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_10_4_partition_1', 'test-file': 'test/generated_dataset_01000_1_10_4_partition_1', 'core-file': 'generated_dataset_01000_1_10_4'};5.267;[lambda x: x['F2'] > 0.7442745252015999,[lambda x: x['F0'] > 0.24710497612755433,[lambda x: x['F2'] > 0.13831100152799336,[0.395155],[0.719195]],[lambda x: x['F4'] == 'X',[lambda x: x["F3"],[0.941325],[0.596802]],[lambda x: x['F5'] == 'E',[3.111118],[6.99964]]]],[1.557963]]
292;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_10_4_partition_2', 'test-file': 'test/generated_dataset_01000_1_10_4_partition_2', 'core-file': 'generated_dataset_01000_1_10_4'};4.894;[lambda x: x['F2'] > 0.6441605321264408,[lambda x: x['F0'] > 0.24710497612755433,[lambda x: x['F2'] > 0.13831100152799336,[0.369913],[0.710613]],[lambda x: x['F4'] == 'X',[0.703913],[3.693041]]],[lambda x: x['F1'] > 0.9473041045225379,[lambda x: x['F2'] > 0.7442745252015999,[0.907654],[1.474429]],[lambda x: x['F0'] > 0.8685958707535091,[3.578432],[0.238689]]]]
293;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_10_4_partition_3', 'test-file': 'test/generated_dataset_01000_1_10_4_partition_3', 'core-file': 'generated_dataset_01000_1_10_4'};4.761;[lambda x: x['F2'] > 0.6441605321264408,[lambda x: x['F0'] > 0.24710497612755433,[0.616307],[lambda x: x['F4'] == 'X',[0.67755],[3.834994]]],[lambda x: x['F2'] > 0.7442745252015999,[1.031144],[1.512349]]]
294;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_10_4_partition_4', 'test-file': 'test/generated_dataset_01000_1_10_4_partition_4', 'core-file': 'generated_dataset_01000_1_10_4'};5.465;[lambda x: x['F2'] > 0.7442745252015999,[lambda x: x['F4'] == 'X',[0.664492],[lambda x: x['F5'] == 'B',[lambda x: x['F0'] > 0.15432232534522655,[0.596459],[3.523508]],[lambda x: x['F0'] > 0.24710497612755433,[0.46699],[2.324086]]]],[1.498479]]
