id;settings;time;tree
63;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/prostateSurvival_partition_3", "test-file": "test/prostateSurvival_partition_3"};4.551;[lambda x: x['fac_grade'] in ['poor'],[lambda x: x['fac_ageGroup'] in ['70-74','66-69','75-79'],[lambda x: x['fac_stage'] in ['T1c','T1ab'],[None],[None]],[lambda x: x['fac_ageGroup'] in ['70-74','66-69'],[None],[None]]],[lambda x: x['fac_ageGroup'] in ['70-74','66-69'],[lambda x: x['fac_stage'] in ['T2','T1ab'],[None],[None]],[lambda x: x['fac_ageGroup'] in ['66-69'],[None],[None]]]]
64;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/prostateSurvival_partition_4", "test-file": "test/prostateSurvival_partition_4"};4.984;[lambda x: x['fac_grade'] in ['poor'],[lambda x: x['fac_ageGroup'] in ['70-74','66-69'],[lambda x: x['fac_ageGroup'] in ['70-74','66-69','75-79'],[None],[None]],[lambda x: x['fac_stage'] in ['T1ab'],[None],[None]]],[lambda x: x['fac_stage'] in ['T1c'],[lambda x: x['fac_ageGroup'] in ['70-74','66-69'],[None],[None]],[lambda x: x['fac_ageGroup'] in ['66-69'],[None],[None]]]]
65;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/rott2_partition_0", "test-file": "test/rott2_partition_0"};4.601;[lambda x: x['num_nodes'] < 1.4999999999999998,[lambda x: x['num_nodes'] < 5.5,[lambda x: x['num_progesterone'] < 63.5,[None],[None]],[lambda x: x['num_age'] < 73.5,[None],[None]]],[lambda x: x['num_age'] < 66.5,[lambda x: x['num_nodes'] < 0.5,[None],[None]],[lambda x: x['fac_grade'] < 2.5,[None],[None]]]]
66;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/rott2_partition_1", "test-file": "test/rott2_partition_1"};4.647;[lambda x: x['num_nodes'] < 1.4999999999999998,[lambda x: x['num_nodes'] < 4.5,[lambda x: x['num_progesterone'] < 52.50000000000001,[None],[None]],[lambda x: x['num_age'] < 74.0,[None],[None]]],[lambda x: x['num_age'] < 65.5,[lambda x: x['num_nodes'] < 0.5,[None],[None]],[lambda x: x['fac_grade'] < 2.5,[None],[None]]]]
67;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/rott2_partition_2", "test-file": "test/rott2_partition_2"};5.09;[lambda x: x['num_nodes'] < 1.4999999999999998,[lambda x: x['num_nodes'] < 5.5,[lambda x: x['num_progesterone'] < 88.5,[None],[None]],[lambda x: x['num_age'] < 73.5,[None],[None]]],[lambda x: x['num_age'] < 65.5,[lambda x: x['num_nodes'] < 0.5,[None],[None]],[lambda x: x['fac_grade'] < 2.5,[None],[None]]]]
68;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/rott2_partition_3", "test-file": "test/rott2_partition_3"};4.349;[lambda x: x['num_nodes'] < 1.4999999999999998,[lambda x: x['num_nodes'] < 5.5,[lambda x: x['num_progesterone'] < 88.5,[None],[None]],[lambda x: x['num_age'] < 73.5,[None],[None]]],[lambda x: x['num_age'] < 66.5,[lambda x: x['num_nodes'] < 0.5,[None],[None]],[lambda x: x['num_progesterone'] < 26.5,[None],[None]]]]
69;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/rott2_partition_4", "test-file": "test/rott2_partition_4"};4.361;[lambda x: x['fac_tsize'] in ['>50mm','>20-50mmm'],[lambda x: x['num_progesterone'] < 80.50000000000001,[lambda x: x['num_age'] < 72.5,[None],[None]],[lambda x: x['num_nodes'] < 4.5,[None],[None]]],[lambda x: x['num_nodes'] < 4.5,[lambda x: x['num_estrogen'] < 12.500000000000002,[None],[None]],[lambda x: x['num_nodes'] < 1.4999999999999998,[None],[None]]]]
70;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/UnempDur_partition_0", "test-file": "test/UnempDur_partition_0"};4.003;[lambda x: x['fac_ui'] in ['yes'],[lambda x: x['num_disrate'] < 0.0225,[lambda x: x['num_logwage'] < 5.499195,[None],[None]],[lambda x: x['num_logwage'] < 6.765615,[None],[None]]],[lambda x: x['num_tenure'] < 17.5,[lambda x: x['num_logwage'] < 6.174735,[None],[None]],[lambda x: x['num_age'] < 42.5,[None],[None]]]]
71;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/UnempDur_partition_1", "test-file": "test/UnempDur_partition_1"};3.685;[lambda x: x['fac_ui'] in ['yes'],[lambda x: x['num_logwage'] < 5.503295,[lambda x: x['num_logwage'] < 5.620395,[None],[None]],[lambda x: x['num_reprate'] < 0.6065,[None],[None]]],[lambda x: x['num_tenure'] < 5.5,[lambda x: x['num_age'] < 47.5,[None],[None]],[lambda x: x['num_age'] < 43.5,[None],[None]]]]
72;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/UnempDur_partition_2", "test-file": "test/UnempDur_partition_2"};3.507;[lambda x: x['fac_ui'] in ['yes'],[lambda x: x['num_logwage'] < 5.519455000000001,[lambda x: x['num_age'] < 44.5,[None],[None]],[lambda x: x['num_reprate'] < 0.5720000000000001,[None],[None]]],[lambda x: x['num_tenure'] < 5.5,[lambda x: x['num_age'] < 48.5,[None],[None]],[lambda x: x['num_age'] < 42.5,[None],[None]]]]
73;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/UnempDur_partition_3", "test-file": "test/UnempDur_partition_3"};3.474;[lambda x: x['fac_ui'] in ['yes'],[lambda x: x['num_disrate'] < 0.20600000000000002,[lambda x: x['num_reprate'] < 0.625,[None],[None]],[lambda x: x['num_logwage'] < 5.108969999999999,[None],[None]]],[lambda x: x['num_age'] < 58.5,[lambda x: x['num_tenure'] < 8.5,[None],[None]],[lambda x: x['num_age'] < 47.5,[None],[None]]]]
74;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/UnempDur_partition_4", "test-file": "test/UnempDur_partition_4"};3.183;[lambda x: x['fac_ui'] in ['yes'],[lambda x: x['num_tenure'] < 1.5000000000000002,[lambda x: x['num_logwage'] < 4.695415,[None],[None]],[lambda x: x['num_logwage'] < 5.3589400000000005,[None],[None]]],[lambda x: x['num_reprate'] < 0.2935,[lambda x: x['num_age'] < 47.5,[None],[None]],[lambda x: x['num_tenure'] < 8.5,[None],[None]]]]
